,Coil_Number,UTS,EL,LYS,AIM_QLTY
4148,COIL_90520311,600,25,517,E13001
4149,COIL_88620821,423,36,366,T01099
4150,COIL_89760261,372,35,322,T01063
4151,COIL_93260891,382,35,323,I11496
4152,COIL_93250731,367,41,284,I09499
4153,COIL_88420621,352,40,283,J06005
4154,COIL_93170741,397,37,312,I09499
4155,COIL_90480341,337,40,254,T01018
4156,COIL_92150642,400,42,323,I11498
4157,COIL_89940761,464,31,379,I17007
4158,COIL_97310441,431,32,308,I17140
4159,COIL_90740351,344,42,270,T01051
4160,COIL_96571071,471,24,391,I17016
4161,COIL_89930441,591,24,526,A20001
4162,COIL_91310231,359,42,281,T01244
4163,COIL_96530111,314,46,272,T01262
4164,COIL_95080922,517,27,448,T01158
4165,COIL_90160372,575,27,519,A20001
4166,COIL_97530401,352,40,284,I11497
4167,COIL_92650221,367,38,296,T01018
4168,COIL_94570612,521,27,425,I56000
4169,COIL_90020311,474,38,380,J10007
4170,COIL_89680161,311,45,248,T01087
4171,COIL_95910561,542,28,466,E13001
4172,COIL_95190790,474,34,397,TCA003
4173,COIL_95450792,358,40,286,I11497
4174,COIL_88080371,309,45,257,T01560
4175,COIL_89700021,361,40,282,THB001
4176,COIL_97680251,343,40,267,T01018
4177,COIL_94830961,965,12,623,T13422
4178,COIL_88470141,379,42,293,T01002
4179,COIL_92730321,307,46,245,TCA001
4180,COIL_89320701,494,36,436,T01049
4181,COIL_95170570,544,28,479,E13001
4182,COIL_95720171,304,46,239,T01118
4183,COIL_88670192,307,46,244,T01283
4184,COIL_95160902,461,39,365,J10007
4185,COIL_89290292,344,40,261,T01313
4186,COIL_90030552,474,28,399,I17016
4187,COIL_88500381,426,38,339,T01046
4188,COIL_93760191,347,42,255,J06006
4189,COIL_97200711,469,37,379,J10007
4190,COIL_93550190,307,46,257,T01378
4191,COIL_88790851,478,33,409,I17007
4192,COIL_96010531,367,40,268,I09499
4193,COIL_91420431,336,40,270,THB001
4194,COIL_97020551,460,37,386,J10002
4195,COIL_89640291,312,45,258,T01560
4196,COIL_95190130,369,40,292,T01382
4197,COIL_97060531,334,42,263,J06005
4198,COIL_88960111,372,36,332,T01063
4199,COIL_88090111,313,41,247,T01087
4200,COIL_94820751,781,9,493,T13422
4201,COIL_93320650,494,27,344,I17140
4202,COIL_93470381,578,28,514,A20001
4203,COIL_94100190,315,44,252,T01087
4204,COIL_94810181,311,45,248,T01087
4205,COIL_95470020,370,38,301,I09499
4206,COIL_91160401,400,26,318,T01002
4207,COIL_96700791,474,33,409,I45010
4208,COIL_94270941,477,39,417,T01260
4209,COIL_93960140,358,40,280,T01018
4210,COIL_94750121,354,42,287,T01018
4211,COIL_93610260,305,46,243,T01283
4212,COIL_89070641,448,29,386,I17473
4213,COIL_95010561,391,38,308,T01002
4214,COIL_92680651,497,28,431,I17016
4215,COIL_88780401,471,31,363,I17022
4216,COIL_96060821,370,34,291,T01002
4217,COIL_92830021,353,42,262,I09499
4218,COIL_91700621,519,32,445,D06005
4219,COIL_93990641,369,37,295,I09499
4220,COIL_92240262,486,29,422,I17016
4221,COIL_96110851,372,39,292,I09499
4222,COIL_95330570,581,26,512,A20001
4223,COIL_89870611,384,39,316,I11498
4224,COIL_95060061,378,36,274,I09500
4225,COIL_93960491,362,39,304,T01018
4226,COIL_88890171,315,44,255,T01118
4227,COIL_94810211,310,46,245,T01087
4228,COIL_91980221,495,33,409,I17021
4229,COIL_93070131,398,40,325,I09499
4230,COIL_90760051,375,41,291,I11496
4231,COIL_90130441,440,27,377,I17473
4232,COIL_91830221,313,42,239,T01381
4233,COIL_95090011,372,38,267,I09499
4234,COIL_87690441,491,30,434,I17140
4235,COIL_93320521,381,39,324,K01002
4236,COIL_94850600,484,26,339,I09504
4237,COIL_94110110,325,43,248,T01087
4238,COIL_95340651,430,39,363,J10002
4239,COIL_95600671,463,40,404,J10004
4240,COIL_95120811,460,41,368,J10007
4241,COIL_88440471,410,36,344,K01002
4242,COIL_96430881,355,40,290,I09499
4243,COIL_93220910,378,40,312,I09499
4244,COIL_88990521,385,40,299,THB002
4245,COIL_96320791,385,41,313,I11496
4246,COIL_90721041,369,42,289,THB001
4247,COIL_92510171,388,32,318,I09500
4248,COIL_92490321,390,36,317,K01002
4249,COIL_95200421,405,38,334,K01002
4250,COIL_92720141,307,46,272,T01087
4251,COIL_91260861,557,27,476,I17140
4252,COIL_97730200,382,33,304,T01382
4253,COIL_93380521,362,38,291,I09499
4254,COIL_96280741,341,42,254,T01018
4255,COIL_87690191,510,31,451,D06010
4256,COIL_94370621,462,28,349,I17140
4257,COIL_89310731,461,39,395,T01049
4258,COIL_97820322,451,30,331,I17004
4259,COIL_90640351,396,36,331,I09500
4260,COIL_91120202,311,45,258,TCA001
4261,COIL_91630441,427,42,349,THA002
4262,COIL_92980132,306,45,245,T01283
4263,COIL_87740461,468,28,353,I17140
4264,COIL_93270700,359,40,282,I09499
4265,COIL_91090201,314,46,275,T01262
4266,COIL_91860231,305,47,248,T01378
4267,COIL_91620671,550,28,490,E13001
4268,COIL_95150541,350,40,268,T01018
4269,COIL_95720911,480,32,424,I17140
4270,COIL_91270161,364,40,280,T01018
4271,COIL_94090581,388,35,287,I11496
4272,COIL_93240681,386,40,286,I11498
4273,COIL_89150381,398,38,321,I09500
4274,COIL_88990381,464,32,363,I17007
4275,COIL_90430491,498,29,432,I17021
4276,COIL_95440550,348,39,274,T01382
4277,COIL_89820671,359,41,289,T01244
4278,COIL_91880021,356,42,288,T01018
4279,COIL_93941121,573,28,478,I17140
4280,COIL_90610161,301,46,239,T01118
4281,COIL_91570621,458,29,356,I17140
4282,COIL_91870461,443,33,382,I17473
4283,COIL_93890761,514,27,401,I17140
4284,COIL_97830381,376,38,301,I11496
4285,COIL_93860641,471,32,338,T01073
4286,COIL_95100151,313,46,251,T01283
4287,COIL_90720672,529,28,413,A19001
4288,COIL_97220741,404,39,324,T01099
4289,COIL_93950770,474,31,413,E08000
4290,COIL_95180392,637,23,518,T16013
4291,COIL_93170220,307.2672,44.8872,246.5791,T01087
4292,COIL_93910711,489,28,418,I17016
4293,COIL_95820431,478,39,421,T01260
4294,COIL_93110130,310,46,241,T01381
4295,COIL_91480402,464,30,389,I17140
4296,COIL_93861042,478,30,348,I17140
4297,COIL_92550431,394,36,329,I11496
4298,COIL_93330731,549,24,428,I17007
4299,COIL_94920261,352,39,276,T01244
4300,COIL_92670231,348,42,271,T01018
4301,COIL_97830652,353,40,278,I11497
4302,COIL_97890011,373,38,288,I09499
4303,COIL_97340111,314,44,251,T01118
4304,COIL_89151031,1058,11,681,T13178
4305,COIL_93530671,483,34,416,I17016
4306,COIL_95660501,358,39,305,I09499
4307,COIL_91251251,477,32,422,I17140
4308,COIL_91560850,1101,9,758,T13178
4309,COIL_88290291,372,39,302,T01382
4310,COIL_95910490,588,26,520,E13001
4311,COIL_88400271,460,30,403,I45011
4312,COIL_92760161,305,45,244,T01087
4313,COIL_96610381,309,46,260,T01560
4314,COIL_90090591,486,31,375,I17007
4315,COIL_92140041,362,41,279,THB001
4316,COIL_90770771,517,30,399,I56000
4317,COIL_93710200,350,40,276,T01018
4318,COIL_94600020,361,40,305,T01018
4319,COIL_88720521,582,25,508,A20001
4320,COIL_93580441,564,26,491,I17140
4321,COIL_96080131,310,45,246,T01087
4322,COIL_89140111,310,45,248,T01087
4323,COIL_90970401,508,26,396,I09504
4324,COIL_96420472,390,35,334,K01002
4325,COIL_96050321,442,32,377,E07000
4326,COIL_91060831,484,36,388,J10007
4327,COIL_90010822,511,28,439,D06005
4328,COIL_93730551,388,37,332,I09499
4329,COIL_96230670,459,28,341,I17140
4330,COIL_89210731,472,40,389,J10007
4331,COIL_92710641,384,33,312,I11496
4332,COIL_93460261,348,40,278,T01018
4333,COIL_89170201,314,47,280,T01378
4334,COIL_92390291,346,43,273,T01018
4335,COIL_91400111,310,45,247,T01283
4336,COIL_92620291,488,27,413,I17016
4337,COIL_91470432,303,46,240,T01118
4338,COIL_97260141,306,45,245,T01087
4339,COIL_89700341,351,41,278,T01018
4340,COIL_96750200,367,39,309,T01382
4341,COIL_95690171,333,42,240,I09499
4342,COIL_94720251,315,47,272,T01262
4343,COIL_92030130,370,37,300,T01063
4344,COIL_96130280,497,25,425,I17021
4345,COIL_92220761,578,34,527,D06010
4346,COIL_97790561,576,27,516,THB004
4347,COIL_88060192,304,47,250,T01378
4348,COIL_91720651,573,23,513,E13001
4349,COIL_91330581,457,30,402,I17007
4350,COIL_94770371,377,39,285,I09499
4351,COIL_92340201,344,38,266,T01382
4352,COIL_89420491,398,40,327,I11498
4353,COIL_90590621,387,38,296,I09499
4354,COIL_94800561,586,25,517,THB004
4355,COIL_91210131,310,46,248,T01283
4356,COIL_95140260,306,46,254,T01560
4357,COIL_96130131,344,39,262,I09499
4358,COIL_93280350,306,47,256,T01560
4359,COIL_94630521,356,36,267,I09499
4360,COIL_96920890,406,32,328,T01402
4361,COIL_88650341,376,36,300,I11498
4362,COIL_95380461,398,42,334,K01002
4363,COIL_96800081,312,46,249,T01087
4364,COIL_95550700,463,31,391,D04016
4365,COIL_89980342,560,23,504,A20001
4366,COIL_92990281,430,28,362,I17021
4367,COIL_89950651,467,30,391,I17140
4368,COIL_89610551,374,42,295,I11496
4369,COIL_89240701,536,28,446,I56000
4370,COIL_88340171,308,43,245,TCA001
4371,COIL_91710021,353,40,288,T01244
4372,COIL_96840950,494,28,440,I17007
4373,COIL_90440261,331,34,240,T01313
4374,COIL_90860471,587,29,524,I17140
4375,COIL_89430311,311,46,244,T01087
4376,COIL_95510561,433,28,324,I17007
4377,COIL_90050131,377,41,291,I11496
4378,COIL_88850491,472,30,399,I17140
4379,COIL_97600591,463,30,344,I17472
4380,COIL_96560731,350,41,282,T01018
4381,COIL_92090851,466,34,408,D04016
4382,COIL_91620641,373,40,300,K01003
4383,COIL_97710251,369,38,275,I09499
4384,COIL_87750461,363,39,288,K01003
4385,COIL_97850401,361,42,285,I11497
4386,COIL_89540171,553,23,471,I17140
4387,COIL_88240531,475,36,398,J10004
4388,COIL_91140581,588,25,519,A20001
4389,COIL_93780251,376,39,316,K01003
4390,COIL_90400401,464,27,407,I17021
4391,COIL_90780281,395,35,331,K01002
4392,COIL_91680681,407,39,345,T01099
4393,COIL_88060221,305,46,251,T01378
4394,COIL_97280370,312,46,259,T01378
4395,COIL_91040261,313,47,250,T01283
4396,COIL_97920461,437,31,375,I17020
4397,COIL_97010551,358,38,284,T01244
4398,COIL_91800910,393,37,315,I11496
4399,COIL_89540282,395,37,338,K01002
4400,COIL_89980371,562,27,505,A20001
4401,COIL_93700672,498,29,420,I17016
4402,COIL_88500490,393,31,316,T01002
4403,COIL_97930231,443,31,387,I17020
4404,COIL_89800311,351,40,274,T01018
4405,COIL_90050791,475,35,398,J10004
4406,COIL_90810191,318,46,278,T01378
4407,COIL_91680351,366,38,312,T01063
4408,COIL_91610741,481,24,349,I09504
4409,COIL_89550502,438,28,367,T01564
4410,COIL_95340350,488,30,388,I17140
4411,COIL_89170822,550,27,476,I17140
4412,COIL_96491101,489,32,423,E08000
4413,COIL_87640281,303,46,249,T01378
4414,COIL_93880321,496,27,369,I17003
4415,COIL_91180921,484,27,373,I17007
4416,COIL_96500201,304,45,243,T01087
4417,COIL_97470251,476,26,425,I17140
4418,COIL_97241001,432,30,327,I17007
4419,COIL_91590920,1057,9,737,T13422
4420,COIL_96870800,493,38,439,T01049
4421,COIL_95900471,335,37,239,I09499
4422,COIL_92510821,358,41,275,J06005
4423,COIL_95810432,468,28,392,I17021
4424,COIL_94000141,314,45,249,T01283
4425,COIL_96570260,314,45,256,T01087
4426,COIL_94970861,371,38,305,I09499
4427,COIL_97360581,341,37,272,I09508
4428,COIL_93930740,501,34,445,E08000
4429,COIL_94830181,309,46,242,TCA001
4430,COIL_89920380,398,36,334,K01002
4431,COIL_92110021,367,37,290,I11497
4432,COIL_89130882,1066,10,749,T13178
4433,COIL_88410211,378,39,301,T01002
4434,COIL_87810021,391,42,318,I11496
4435,COIL_88270371,313,45,252,T01118
4436,COIL_93570400,397,39,324,I09499
4437,COIL_87710221,414,36,336,I09508
4438,COIL_93480311,315,45,256,T01283
4439,COIL_97191191,1004,11,671,T13423
4440,COIL_97880191,359,40,288,T01382
4441,COIL_91221240,500,27,414,I17016
4442,COIL_96640671,418,28,337,T01564
4443,COIL_93440621,525,28,465,E13002
4444,COIL_97060732,472,34,401,T01260
4445,COIL_97550951,355,40,288,I09499
4446,COIL_96880471,529,25,442,I17140
4447,COIL_88740261,495,29,433,I17007
4448,COIL_91080530,567,26,430,T16002
4449,COIL_90910581,393,40,312,I11496
4450,COIL_92280402,461,38,374,T01049
4451,COIL_93800651,465,30,398,I17016
4452,COIL_96100311,349,40,280,I09499
4453,COIL_90000351,379,40,303,I09500
4454,COIL_89920521,496,25,393,I17140
4455,COIL_89130261,329,35,271,T01381
4456,COIL_87650760,1103,10,838,T13178
4457,COIL_88120042,381,41,306,I11496
4458,COIL_90890171,354,41,251,T01244
4459,COIL_96260701,345,41,258,J06006
4460,COIL_96560291,310,44,241,T01381
4461,COIL_88750671,517,28,420,I56000
4462,COIL_91360611,479,28,355,I17007
4463,COIL_94570371,375,39,290,I09499
4464,COIL_88080651,489,30,385,I17007
4465,COIL_92620251,508,28,380,I09504
4466,COIL_95930321,326,39,237,I09499
4467,COIL_88710381,368,35,289,I09500
4468,COIL_89380761,476,34,398,J10007
4469,COIL_92450341,309,46,246,TCA001
4470,COIL_88010221,312,46,247,T01262
4471,COIL_88700641,439,29,329,I17140
4472,COIL_93310591,498,28,437,I17016
4473,COIL_95040600,462,36,410,T01557
4474,COIL_95040311,478,30,404,E08000
4475,COIL_93920231,447,28,380,I17020
4476,COIL_95360740,445,28,310,I17003
4477,COIL_91250831,520,28,467,E13002
4478,COIL_94060550,474,28,414,I17140
4479,COIL_90391001,507,28,427,T01158
4480,COIL_90130681,367,47,304,I11496
4481,COIL_93140881,349,39,285,I09499
4482,COIL_96250351,359,38,284,I09499
4483,COIL_92000581,384,37,319,K01002
4484,COIL_96000131,308,46,272,T01378
4485,COIL_95070541,378,38,301,I11498
4486,COIL_97500221,308,46,243,TCA001
4487,COIL_95090251,312,46,267,T01560
4488,COIL_93810412,388,38,324,I09499
4489,COIL_95950161,602,23,522,E13001
4490,COIL_89840351,422,35,353,I09500
4491,COIL_96630161,349,40,264,T01382
4492,COIL_89220352,350,40,263,S33001
4493,COIL_94410800,372,36,295,I09499
4494,COIL_97761150,595,29,375,S02028
4495,COIL_87640701,424,34,374,T01586
4496,COIL_95221001,571,24,507,E13001
4497,COIL_96360130,372,40,283,T01382
4498,COIL_94990111,312,45,251,T01087
4499,COIL_94680781,360,39,286,I09499
4500,COIL_91790291,313,46,255,TCA001
4501,COIL_94700061,357,40,289,I11497
4502,COIL_90650211,436,29,370,JCA001
4503,COIL_91800581,379,42,306,K01003
4504,COIL_88040231,304,44,240,T01283
4505,COIL_93380321,474,29,355,I17140
4506,COIL_93340411,458,28,382,I17474
4507,COIL_91910651,438,30,370,I45010
4508,COIL_95540491,406,38,345,K01002
4509,COIL_97320970,1026,10,713,T13178
4510,COIL_95350191,343,39,268,T01244
4511,COIL_91590171,310,46,249,T01118
4512,COIL_95990141,314,43,256,T01378
4513,COIL_95570111,372,35,304,T01063
4514,COIL_97360201,307,45,242,T01087
4515,COIL_94270682,432,31,363,I45011
4516,COIL_96290730,350,39,269,J06005
4517,COIL_88300291,338,45,276,T01018
4518,COIL_92330801,600,24,537,D06005
4519,COIL_89040491,489,29,411,I17007
4520,COIL_94660671,365,38,282,I09499
4521,COIL_91120771,355,43,278,J06005
4522,COIL_91790251,305,45,243,T01283
4523,COIL_94460501,461,39.5,381,T01049
4524,COIL_94900501,461,37,373,J10007
4525,COIL_89180221,307,45,247,T01118
4526,COIL_95400731,375,38,302,I11496
4527,COIL_91990341,393,36,330,K01002
4528,COIL_95570501,363,37,303,T01018
4529,COIL_96930291,549,28,494,E13002
4530,COIL_93150140,309.0867,46.9907,260.4988,T01378
4531,COIL_94030851,406,38,324,T01099
4532,COIL_95680610,391,35,312,I09500
4533,COIL_91240551,399,37,288,S02525
4534,COIL_93900521,370,39,297,I09499
4535,COIL_96040401,365,40,277,I09499
4536,COIL_87900762,491,37,435,T01049
4537,COIL_96630831,472,38,413,T01260
4538,COIL_91500341,350,41,277,T01018
4539,COIL_94410371,460,35,368,I17007
4540,COIL_96980592,455,29,322,I17472
4541,COIL_94790411,450,32,388,E07000
4542,COIL_93220641,350,41,288,I09499
4543,COIL_90440881,525,27,454,T01158
4544,COIL_88880191,312,44,241,T01118
4545,COIL_97520881,359,40,298,I09499
4546,COIL_90470431,351,39,262,T01018
4547,COIL_97430371,353,39,267,I09499
4548,COIL_95320270,435,32,318,I17472
4549,COIL_88240221,309,46,269,T01560
4550,COIL_90700741,450,34,390,I45011
4551,COIL_97390831,359,38,274,T01571
4552,COIL_94420561,466,37,404,THA002
4553,COIL_93250671,361,40,278,I09499
4554,COIL_96980621,509,27,438,T01158
4555,COIL_90290351,481,30,352,I17140
4556,COIL_88530611,551,31,456,D06007
4557,COIL_95080841,471,30,401,I17016
4558,COIL_89000501,400,37,335,I11496
4559,COIL_97630161,307,46,244,T01118
4560,COIL_97520771,358,40,283,T01018
4561,COIL_88200131,312,44,247,T01283
4562,COIL_90320682,487,30,431,I17140
4563,COIL_87770651,447,32,357,I17007
4564,COIL_94780390,580,29,499,E13001
4565,COIL_91251491,473,31,401,I17140
4566,COIL_94270351,338,40,275,I09499
4567,COIL_88580131,345,42,269,T01018
4568,COIL_93100490,354,40,276,T01018
4569,COIL_93910261,461,36,382,T01049
4570,COIL_91260461,370,39,293,I11498
4571,COIL_88400071,353,41,274,T01018
4572,COIL_95120220,317,46,265,T01560
4573,COIL_92720021,383,40,309,I11496
4574,COIL_97410910,485,30,425,E08000
4575,COIL_87970191,365,42,287,T01050
4576,COIL_96480891,339,42,243,J06005
4577,COIL_94610161,314,46,275,T01378
4578,COIL_97010611,380,39,306,I09499
4579,COIL_93430372,442,34,374,I17021
4580,COIL_97860881,361,38,298,I09499
4581,COIL_96781160,591,25,528,E13001
4582,COIL_93520350,342,40,251,I09499
4583,COIL_96110261,302,47,243,T01283
4584,COIL_93570431,352,38,292,I09499
4585,COIL_89110231,315,46,269,T01378
4586,COIL_88540790,1027,10,703,T13422
4587,COIL_89840431,410,34,334,T01002
4588,COIL_93690262,384,40,300,I09500
4589,COIL_96240920,360,39,277,I37493
4590,COIL_89290311,586,26,513,A20001
4591,COIL_96080731,559,28,484,E13001
4592,COIL_88500221,540,24,480,E13001
4593,COIL_88200791,592,28,524,E13001
4594,COIL_92120401,541,28,474,E13001
4595,COIL_97790440,456,28,384,I17021
4596,COIL_89930761,375,43,291,K01003
4597,COIL_91310371,571,25,502,I17140
4598,COIL_96620641,343,44,282,T01018
4599,COIL_90560562,498,33,402,I56001
4600,COIL_97250021,358,39,274,T01018
4601,COIL_87930171,306,44,242,T01118
4602,COIL_90020291,468,36,380,J10007
4603,COIL_91550172,310,46,244,T01118
4604,COIL_88480521,379,38,302,I11496
4605,COIL_88740702,533,29,432,I56000
4606,COIL_97220081,367,39,306,I09499
4607,COIL_90480551,572,36,519,D06010
4608,COIL_92130381,472,30,350,I17140
4609,COIL_91220191,308,47,249,TCA001
4610,COIL_92460472,386,35,322,K01002
4611,COIL_93660770,353,40,271,I09499
4612,COIL_92730281,310,46,247,TCA001
4613,COIL_93970281,550,32,502,D06010
4614,COIL_94720011,400,37,324,I09499
4615,COIL_96990641,330,43,246,J06005
4616,COIL_89030251,317,42,255,T01118
4617,COIL_93510831,394,36,320,I09499
4618,COIL_95150320,309,46,260,T01560
4619,COIL_96170791,497,40,435,T01049
4620,COIL_91470141,303,46,241,T01118
4621,COIL_92680591,444,30,376,I17016
4622,COIL_97260431,357,40,288,I09499
4623,COIL_93991091,453,36,368,I17140
4624,COIL_95830592,478,39,421,T01260
4625,COIL_96660102,354,40,278,T01382
4626,COIL_96701062,602,28,520,E13001
4627,COIL_91220221,307,46,246,T01283
4628,COIL_90270491,526,27,451,T01158
4629,COIL_93030501,363,44,293,T01051
4630,COIL_97400470,347,41,273,I09499
4631,COIL_95720700,384,38,309,THB002
4632,COIL_88920671,492,31,441,I17021
4633,COIL_89770401,311,46,270,T01560
4634,COIL_89970251,314,42,245,T01087
4635,COIL_93690342,379,36,315,K01002
4636,COIL_89990321,312,46,249,TCA001
4637,COIL_89480221,494,26,388,I17140
4638,COIL_88050851,458,29,378,I17140
4639,COIL_91340442,514,25,438,D06005
4640,COIL_88950401,476,26,409,I17021
4641,COIL_93080950,405,32,319,I09500
4642,COIL_91950791,462,34,378,J10007
4643,COIL_88320171,345,42,267,T01018
4644,COIL_92590491,391,38,312,THB001
4645,COIL_93650160,369,44,316,T01382
4646,COIL_92060311,433,37,335,I17021
4647,COIL_91770791,343,42,260,J06005
4648,COIL_93000731,354,42,291,I09499
4649,COIL_95610161,317,44,245,T01087
4650,COIL_95100771,360,40,281,I09499
4651,COIL_89480341,456,26,327,I17472
4652,COIL_88920581,479,25,421,I17021
4653,COIL_95720591,374,38,293,I11498
4654,COIL_92020641,524,28,450,I17140
4655,COIL_87940440,497,35,439,T01049
4656,COIL_96340520,349,43,272,T01018
4657,COIL_91300621,376,39,317,K01003
4658,COIL_94790882,462,37,379,J10007
4659,COIL_88860261,308,45,246,T01118
4660,COIL_93790311,377,38,314,I09499
4661,COIL_89730201,363,41,290,T01244
4662,COIL_88570021,361,40,280,T01018
4663,COIL_91900341,548,29,473,I17140
4664,COIL_94710390,536,28,415,I56000
4665,COIL_95470611,356,39,260,I09499
4666,COIL_88760251,315,40,279,T01381
4667,COIL_97770520,460,26,403,I17021
4668,COIL_87940192,301,46,244,T01560
4669,COIL_92080951,601,25,512,A20001
4670,COIL_90200462,478,28,417,I17474
4671,COIL_95721070,502,29,375,I09504
4672,COIL_89500281,468,28,400,I17020
4673,COIL_95990461,606,23,525,E13001
4674,COIL_87940561,585,27,510,E13001
4675,COIL_88670321,530,24,410,I09504
4676,COIL_95530470,395,39,338,K01002
4677,COIL_93280740,609,23,489,I36001
4678,COIL_91010411,558,24,491,E13001
4679,COIL_91830582,370,41,286,I11496
4680,COIL_92550051,365,35,291,I11496
4681,COIL_90990271,317,46,266,T01262
4682,COIL_91290131,335,42,248,Q02001
4683,COIL_87660801,1042,8,723,T13178
4684,COIL_96080891,443,32,348,I17140
4685,COIL_97410141,303,45,243,T01118
4686,COIL_91680111,369,32,294,T01382
4687,COIL_88250351,312,44,245,T01118
4688,COIL_94251071,474,39,409,TCA003
4689,COIL_95340591,528,28,474,I17140
4690,COIL_91060191,306,45,246,T01118
4691,COIL_87600861,473,33,397,I17016
4692,COIL_91110560,389,41,306,T01002
4693,COIL_94190471,373,38,288,THB001
4694,COIL_90570731,357,44,287,T01018
4695,COIL_94390620,477,32,370,I17007
4696,COIL_91530231,308,46,247,TCA001
4697,COIL_95330051,336,38,251,T01244
4698,COIL_87690251,484,30,430,I17140
4699,COIL_89460141,312,46,246,T01118
4700,COIL_90060251,388,40,314,I11496
4701,COIL_91990382,404,38,328,K01002
4702,COIL_94800201,383,34,307,T01382
4703,COIL_91270551,409,35,345,T01099
4704,COIL_88440201,475,28,352,I17007
4705,COIL_91580821,460,36,351,J10007
4706,COIL_92900141,392,38,320,I09499
4707,COIL_94601060,462,30,384,I17016
4708,COIL_93940441,462,37,362,I17007
4709,COIL_96540171,304,45,245,T01087
4710,COIL_92020200,363,39,298,T01063
4711,COIL_93780641,341,36,286,I09499
4712,COIL_92820141,368,42,302,I09499
4713,COIL_95150661,494,27,411,I17140
4714,COIL_88310461,340,43,251,THB005
4715,COIL_93520160,303,47,251,T01378
4716,COIL_95930402,352,40,288,T01244
4717,COIL_89180141,365,39,286,T01244
4718,COIL_95590611,463,31,401,I17140
4719,COIL_89820351,386,40,323,T01382
4720,COIL_89630862,493,38,418,T01260
4721,COIL_92050501,435,34,377,I17474
4722,COIL_90940441,478,29,409,I17016
4723,COIL_96300320,601,27,518,A20001
4724,COIL_87900201,315,44,249,T01087
4725,COIL_95180741,354,42,284,I09499
4726,COIL_93090821,414,35,329,T01049
4727,COIL_90730341,350,42,279,THB001
4728,COIL_93840492,456,26,396,I17021
4729,COIL_92810081,361,40,287,I09499
4730,COIL_93120731,350,40,281,J06005
4731,COIL_93840160,372,34,313,T01063
4732,COIL_97380101,313,43,246,JHA019
4733,COIL_88550702,1070,10,792,T13178
4734,COIL_92630311,500,32,406,I17140
4735,COIL_97350311,304,46,247,T01560
4736,COIL_87810341,559,24,497,A20001
4737,COIL_92560801,1055,19,753,T13422
4738,COIL_89200371,306,46,245,T01118
4739,COIL_87950021,346,40,280,T01018
4740,COIL_96810241,307,45,243,T01118
4741,COIL_94810612,1026,10,697,T13422
4742,COIL_89010591,433,38,372,J10002
4743,COIL_94120790,543,31,466,E13001
4744,COIL_87980711,540,25,491,I17140
4745,COIL_88110761,384,38,302,I11496
4746,COIL_93730292,388,41,313,K01002
4747,COIL_97220532,385,37,297,I11496
4748,COIL_91190791,448,27,364,I17007
4749,COIL_97030501,434,38,367,J10008
4750,COIL_94050641,477,36,418,NCA002
4751,COIL_87950401,304,47,249,T01560
4752,COIL_92100141,385,36,317,I11496
4753,COIL_92260552,348,40,269,T01018
4754,COIL_89950261,580,25,516,A20001
4755,COIL_93740711,522,27,449,T01158
4756,COIL_89120322,374,41,303,T01244
4757,COIL_95020262,374,33,303,I11496
4758,COIL_91230141,351,40,272,THB001
4759,COIL_96720531,398,39,362,I11498
4760,COIL_90360651,463,26,402,I17021
4761,COIL_88020581,573,26,507,E13001
4762,COIL_92780711,555,29,489,T01158
4763,COIL_93730741,365,39,288,I09499
4764,COIL_93610311,306,46,255,T01560
4765,COIL_93860700,478,32,362,I17007
4766,COIL_95460291,316,45,257,TCA001
4767,COIL_95070381,348,40,261,I09499
4768,COIL_94120441,375,37,305,I09499
4769,COIL_94840171,316,45,262,T01087
4770,COIL_97410711,447,29,390,I45011
4771,COIL_92740221,307,46,246,T01283
4772,COIL_94680580,377,37,290,T01002
4773,COIL_97230101,311,45,248,T01118
4774,COIL_95000570,409,41,322,T01099
4775,COIL_94700261,312,43,236,T01381
4776,COIL_93440861,388,37,321,I09499
4777,COIL_88350261,315,43,256,T01283
4778,COIL_88900771,526,29,412,A19001
4779,COIL_91100401,357,38,287,T01382
4780,COIL_89131001,1057,9,757,T13178
4781,COIL_87780251,590,29,529,D06010
4782,COIL_96420622,399,35,344,K01002
4783,COIL_88510501,519,25,447,I09502
4784,COIL_93430530,431,31,354,I17021
4785,COIL_89960381,501,32,438,I17021
4786,COIL_94800150,362,40,288,T01382
4787,COIL_94890541,416,39,320,I09500
4788,COIL_88730341,355,40,287,T01244
4789,COIL_94720351,472,29,341,I17007
4790,COIL_93660231,420,34,362,T01559
4791,COIL_94970240,307,46,243,T01283
4792,COIL_96551001,370,37,296,T01050
4793,COIL_97660761,442,33,334,I17140
4794,COIL_91280081,326,45,246,Q02001
4795,COIL_92571002,986,11,668,T13178
4796,COIL_95590080,388,40,309,I11496
4797,COIL_96330741,415,39,351,I09499
4798,COIL_94360321,354,40,281,I09499
4799,COIL_92440201,313,45,245,T01118
4800,COIL_90210261,437,31,369,I17020
4801,COIL_89500561,584,24,513,E13001
4802,COIL_89190311,513,25,429,D06005
4803,COIL_95410641,385,33,288,T01002
4804,COIL_93350551,434,30,362,I17021
4805,COIL_97830401,373,40,294,I11496
4806,COIL_92500161,373,38,283,T01002
4807,COIL_96930051,349,35,268,THB001
4808,COIL_96590621,369,37,291,I09500
4809,COIL_93640521,364,42,303,I09499
