,Coil_Number,UTS,EL,LYS,AIM_QLTY
4810,COIL_89320741,461,36,406,T01049
4811,COIL_95760860,451,29,342,I09504
4812,COIL_90780321,417,35,343,K01002
4813,COIL_90510521,500,30,360,T01061
4814,COIL_97650880,492,36,418,J10004
4815,COIL_96800322,473,30,404,E08000
4816,COIL_92320341,398,37,328,T01002
4817,COIL_92750351,312,46,250,T01118
4818,COIL_88170892,477,36,397,J10004
4819,COIL_94590471,444,31,333,A12007
4820,COIL_90930191,314,46,274,T01560
4821,COIL_93980340,431,28,366,I17140
4822,COIL_89610292,317,45,257,T01560
4823,COIL_88180411,529,27,472,E13002
4824,COIL_92310711,482,26,369,I17015
4825,COIL_88980161,309,46,261,T01560
4826,COIL_90170282,311,45,249,T01118
4827,COIL_97150831,467,32,390,D04016
4828,COIL_91510201,581,25,515,A20001
4829,COIL_94170771,359,40,286,I09499
4830,COIL_96450551,371,38,297,I11496
4831,COIL_95850680,383,38,301,I09499
4832,COIL_92050641,412,36,348,THA002
4833,COIL_93560880,363,36,298,I09499
4834,COIL_89090372,466,30,406,I17140
4835,COIL_95420711,340,40,290,I09499
4836,COIL_92010881,568,27,502,I17140
4837,COIL_93340891,451,31,394,I17007
4838,COIL_87720421,530,32,464,D06010
4839,COIL_89590202,326,42,270,T01381
4840,COIL_95030691,612,16,427,T13515
4841,COIL_93960561,363,41,289,I11497
4842,COIL_91990771,474,27,367,I17007
4843,COIL_89720521,437,39,373,I45001
4844,COIL_91130611,392,42,310,I09500
4845,COIL_96930940,493,29,435,TCA003
4846,COIL_92160521,387,38,313,I11498
4847,COIL_93210011,378,42,301,I09499
4848,COIL_96030021,396,38,304,I09500
4849,COIL_89160861,482,32,388,J10007
4850,COIL_87850431,334,42,261,T01051
4851,COIL_88500521,381,38,311,I11498
4852,COIL_93560771,364,38,296,I09499
4853,COIL_91030642,480,36,416,T01049
4854,COIL_90990731,496,35,436,T01049
4855,COIL_87630312,358,40,286,T01382
4856,COIL_91040431,469,32,409,I17140
4857,COIL_95770501,389,37,322,I09499
4858,COIL_96511221,539,25,484,E13001
4859,COIL_92710921,551,26,484,E13001
4860,COIL_95050981,348,40,284,I09499
4861,COIL_89690141,311,46,247,T01261
4862,COIL_96070410,466,34,347,T01514
4863,COIL_97540621,351,39,282,I11497
4864,COIL_94470522,344,39,283,T01018
4865,COIL_92710561,430,30,364,I45010
4866,COIL_90560761,495,32,397,I56001
4867,COIL_95880670,643,23,554,T01302
4868,COIL_92880821,564,26,489,E13001
4869,COIL_96020642,465,30,391,I45011
4870,COIL_96380131,334,42,252,T01313
4871,COIL_90960101,371,42,285,I09499
4872,COIL_94350740,471,34,401,TCA003
4873,COIL_88230251,314,45,244,T01560
4874,COIL_88040861,545,24,489,TCA003
4875,COIL_93670641,341,40,273,I09499
4876,COIL_97800221,334,38,251,T01313
4877,COIL_90630821,376,43,289,T01586
4878,COIL_91081091,556,26,487,E13001
4879,COIL_97330581,460,40,379,J10007
4880,COIL_92660642,484,32,411,I17016
4881,COIL_92240461,486,31,420,I17016
4882,COIL_95640491,365,39,303,I09499
4883,COIL_94280230,355,37,289,T01018
4884,COIL_94460321,344,42,278,T01018
4885,COIL_94690450,381,34,311,T01002
4886,COIL_97470771,458,30,333,T01073
4887,COIL_97191011,554,29,478,D06005
4888,COIL_97880401,460,28,345,I17007
4889,COIL_93930531,375,38,314,I09499
4890,COIL_97160281,305,44,243,T01283
4891,COIL_93260581,533,25,427,I17007
4892,COIL_96900831,357,39,284,I09499
4893,COIL_91960341,343,40,257,THB001
4894,COIL_93390050,345,39,260,THB001
4895,COIL_90390251,498,26,431,I17021
4896,COIL_87710411,507,30,457,I17140
4897,COIL_88970441,483,32,418,I17021
4898,COIL_88920431,520,30,457,I17140
4899,COIL_92200321,348,41,286,T01244
4900,COIL_91070471,495,27,399,I17007
4901,COIL_90000881,460,36,368,J10004
4902,COIL_94690181,369,37,302,I09499
4903,COIL_88160341,379,36,322,T01244
4904,COIL_92930790,363,39,278,T01050
4905,COIL_94190732,365,39,297,T01018
4906,COIL_94130171,344,41,266,T01018
4907,COIL_89600621,364,46,281,I11496
4908,COIL_91310761,665,21,471,T13515
4909,COIL_97530111,305,46,205,T01378
4910,COIL_92780832,472,28,370,I17472
4911,COIL_88340261,308,44,243,TCA001
4912,COIL_97390191,308,44,248,T01087
4913,COIL_88980561,386,39,327,I11496
4914,COIL_93410310,527,26,412,A19001
4915,COIL_87980351,631,21,504,T16001
4916,COIL_92880791,505,26,417,E13001
4917,COIL_91950221,382,36,282,T01065
4918,COIL_95000030,326,38,250,Q02001
4919,COIL_93970611,461,45,415,J10002
4920,COIL_88880171,317,40,253,T01118
4921,COIL_88700741,494,30,426,I17016
4922,COIL_93130411,540,24,476,E13001
4923,COIL_97471421,552,28,471,T01158
4924,COIL_88340191,307,43,244,TCA001
4925,COIL_97730740,410,40,334,K01002
4926,COIL_96280201,368,39,292,THB001
4927,COIL_97060291,307,45,245,T01283
4928,COIL_93390771,525,34,465,E13002
4929,COIL_92260612,366,40,298,T01018
4930,COIL_90970231,335,43,264,T01560
4931,COIL_89450532,384,39,312,I11496
4932,COIL_95990261,302,45,229,T01560
4933,COIL_97630291,307,47,250,T01560
4934,COIL_96190530,397,36,320,T01002
4935,COIL_97430491,345,38,258,I09499
4936,COIL_97900311,478,28,348,I17003
4937,COIL_94290710,495,36,439,T01049
4938,COIL_90790161,315,46,278,T01378
4939,COIL_93310380,389,38,304,K01003
4940,COIL_96350731,498,36,425,T01557
4941,COIL_91290731,461,42,378,J10007
4942,COIL_89840251,307,45,246,T01087
4943,COIL_95160621,513,30,423,T01009
4944,COIL_94060320,387,32,308,T01002
4945,COIL_90910861,1154,11,817,T13178
4946,COIL_90200111,308,46,271,T01378
4947,COIL_95770081,356,40,287,T01018
4948,COIL_97340431,381,30,287,T01002
4949,COIL_91060701,394,41,322,I11498
4950,COIL_89490222,368,36,304,T01244
4951,COIL_96290381,345,40,267,T01244
4952,COIL_89420581,398,36,326,I11498
4953,COIL_93810201,363,40,301,T01063
4954,COIL_92160072,382,34,315,I11496
4955,COIL_89170771,479,31,397,I17140
4956,COIL_94740190,370,46,285,T01318
4957,COIL_91270711,461,34,388,T01049
4958,COIL_87960202,316,43,257,T01087
4959,COIL_88210261,310,46,271,T01560
4960,COIL_89390671,431,30,283,I17140
4961,COIL_97430230,308,46,256,T01560
4962,COIL_91251042,549,28,467,E13001
4963,COIL_96700171,367,39,309,T01382
4964,COIL_94970760,349,40,275,T01018
4965,COIL_89400501,507,25,434,I17021
4966,COIL_91150221,353,41,269,T01018
4967,COIL_92600171,306,46,241,T01087
4968,COIL_88230011,386,36,312,I11496
4969,COIL_95540281,409,41,350,K01002
4970,COIL_87590892,513,30,451,TCA003
4971,COIL_93510250,303,46,250,T01378
4972,COIL_88300551,370,36,294,K01003
4973,COIL_96430101,360,44,282,T01382
4974,COIL_92510851,369,40,299,J06005
4975,COIL_93210791,376,42,300,I09499
4976,COIL_94000220,313,44,252,TCA001
4977,COIL_90750011,377,36,315,I09499
4978,COIL_94450011,374,38,288,I09499
4979,COIL_92930802,363,39,278,T01050
4980,COIL_93270351,353,40,277,T01244
4981,COIL_95750311,477,28,410,I17140
4982,COIL_92760432,542,26,480,A20001
4983,COIL_87900040,371,40,284,T01018
4984,COIL_95110111,304,44,244,TCA001
4985,COIL_94970800,432,34,369,TFB001
4986,COIL_92870221,511,26,452,I17140
4987,COIL_97540171,363,40,288,T01382
4988,COIL_89920321,494,25,435,I17021
4989,COIL_91261161,486,26,403,I17016
4990,COIL_92560621,470,39,390,J10007
4991,COIL_95210240,423,27,352,T01382
4992,COIL_87770441,508,32,458,I17007
4993,COIL_91261181,404,34,289,I09508
4994,COIL_92760102,312,46,245,T01087
4995,COIL_88540611,485,31,406,I17140
4996,COIL_91020191,369,40,308,T01382
4997,COIL_90940621,387,37,320,I11496
4998,COIL_88240381,555,28,471,E13001
4999,COIL_96230020,368,40,302,T01018
5000,COIL_93420561,371,37,314,I09499
5001,COIL_94600160,362,40,285,T01329
5002,COIL_93380231,312,46,248,T01283
5003,COIL_97780731,588,24,529,THB004
5004,COIL_97140142,303,46,242,T01087
5005,COIL_90610592,383,40,314,I11496
5006,COIL_91350761,497,34,438,TCA003
5007,COIL_95400290,410,38,349,K01002
5008,COIL_87790461,444,30,344,I17007
5009,COIL_88470471,462,36,392,T01049
5010,COIL_96130411,469,31,400,I17140
5011,COIL_96700821,360,39,277,I09499
5012,COIL_91440741,465,35,394,J10004
5013,COIL_89900851,354,46,299,J06005
5014,COIL_97270050,351,40,278,T01018
5015,COIL_97300581,392,38,306,I09499
5016,COIL_91990882,462,32,386,J10007
5017,COIL_94050081,352,39,257,I09499
5018,COIL_93170671,372,40,289,THB002
5019,COIL_90970291,340,45,265,T01560
5020,COIL_97410891,489,32,431,E08000
5021,COIL_88890651,422,38,349,T01046
5022,COIL_95020060,371,39,292,I11496
5023,COIL_96190291,357,43,288,T01244
5024,COIL_88330220,387,34,293,I09500
5025,COIL_90320490,403,35,345,K01002
5026,COIL_97040552,513,30,446,T01260
5027,COIL_96010221,320,45,277,T01378
5028,COIL_97220042,370,36,284,I11496
5029,COIL_95110801,473,37,378,J10007
5030,COIL_92170111,402,38,333,I11496
5031,COIL_95190621,456,28,327,I17140
5032,COIL_88400601,356,43,299,T01018
5033,COIL_90380471,643,22,509,T16001
5034,COIL_97410761,344,44,271,T01018
5035,COIL_95730041,362,38,283,I09499
5036,COIL_92270291,479,28,347,I17003
5037,COIL_93430500,444,31,380,I17021
5038,COIL_94620561,563,27,494,A20001
5039,COIL_94940611,472,40,388,J10007
5040,COIL_97591121,571,26,510,D06005
5041,COIL_90090141,312,46,247,TCA001
5042,COIL_94260680,376,38,291,I11496
5043,COIL_87700311,369,38,315,T01382
5044,COIL_94160371,360,40,285,I09499
5045,COIL_91530412,349,42,268,T01018
5046,COIL_96080501,363,41,290,I09499
5047,COIL_94750411,408,35,342,K01002
5048,COIL_96820380,396,38,333,K01002
5049,COIL_93330041,360,40,289,I09499
5050,COIL_93890800,510,27,432,T01158
5051,COIL_95010050,334,40,252,T01202
5052,COIL_94820191,307,47,271,T01378
5053,COIL_94890700,356,40,293,I09499
5054,COIL_88780312,414,37,354,T01099
5055,COIL_96210111,349,38,273,I09499
5056,COIL_90830161,312,47,251,T01283
5057,COIL_91590141,314,46,254,T01118
5058,COIL_94720191,301,36,212,T01381
5059,COIL_95820791,374,39,303,I09499
5060,COIL_90400291,451,29,390,I17021
5061,COIL_97020461,445,40,361,J10002
5062,COIL_96270170,304,46,241,T01118
5063,COIL_89740161,309,47,262,T01378
5064,COIL_96120131,368,30,307,S33001
5065,COIL_90140501,536,29,454,A20001
5066,COIL_89420592,398,38,316,I11498
5067,COIL_89780261,318,45,257,TCA001
5068,COIL_90430371,503,28,397,A19001
5069,COIL_89150441,402,37,349,I09500
5070,COIL_92460621,382,38,310,T01002
5071,COIL_96530531,335,40,275,T01018
5072,COIL_97770281,314,46,278,T01560
5073,COIL_95790100,322,46,279,T01378
5074,COIL_96340311,305,44,240,T01283
5075,COIL_96930731,349,42,273,J06005
5076,COIL_96820921,463,35,385,J10007
5077,COIL_88630731,458,31,344,I17140
5078,COIL_94210021,353,39,285,I09499
5079,COIL_89990282,304,46,243,TCA001
5080,COIL_96610921,558,24,500,E13002
5081,COIL_89050191,307,46,255,T01560
5082,COIL_89700441,652,23,554,I36001
5083,COIL_93320491,406,36,356,K01002
5084,COIL_89390261,303,45,242,TCA001
5085,COIL_92060292,432,32,360,I17021
5086,COIL_96920791,374,38,295,I09499
5087,COIL_87690681,504,26,439,I17140
5088,COIL_96510370,335,43,256,T01318
5089,COIL_96230551,470,41,388,J10007
5090,COIL_89200551,507,36,439,T01049
5091,COIL_96750170,367,39,309,T01382
5092,COIL_88950611,435,30,362,I17020
5093,COIL_95490651,458,28,401,I45010
5094,COIL_92030201,370,37,303,T01063
5095,COIL_94710210,347,40,259,I09499
5096,COIL_95610730,451,30,354,I17007
5097,COIL_88810641,472,27,397,I17016
5098,COIL_89020411,455,30,403,I17020
5099,COIL_95940460,395,37,307,T01099
5100,COIL_92400351,386,36,325,K01002
5101,COIL_95420551,383,35,303,I09500
5102,COIL_88270521,368,40,283,T01050
5103,COIL_95180621,331,40,237,I09499
5104,COIL_87860771,553,27,474,E13001
5105,COIL_91980641,498,30,411,I17007
5106,COIL_95700352,385,38,296,THB002
5107,COIL_89730432,471,20,397,I45001
5108,COIL_93320231,353,38,276,T01244
5109,COIL_93280460,374,36,286,I09500
5110,COIL_95230251,313,47,276,T01560
5111,COIL_95140151,311,46,258,T01378
5112,COIL_95200950,569,29,508,E13001
5113,COIL_87820551,465,33,389,J10007
5114,COIL_92320701,385,38,306,T01099
5115,COIL_97550761,354,37,276,I09499
5116,COIL_95700681,411,35,317,T01099
5117,COIL_93240441,537,27,474,E13001
5118,COIL_88990141,308,46,264,T01560
5119,COIL_94950261,362,39,273,I09499
5120,COIL_91640412,462,32,390,I17007
5121,COIL_88610261,350,39,304,T01063
5122,COIL_90350051,341,41,248,T01244
5123,COIL_91920701,564,25,493,I17140
5124,COIL_96410281,314,44,254,T01087
5125,COIL_97150942,341,40,265,I09499
5126,COIL_88310231,353,39,279,T01382
5127,COIL_93180671,384,36,305,THB001
5128,COIL_95400701,394,36,321,T01046
5129,COIL_90740140,303,47,246,T01378
5130,COIL_88830471,334,50,248,T01326
5131,COIL_90960341,366,42,291,T01018
5132,COIL_90980091,351,41,278,T01244
5133,COIL_94250171,308,45,242,T01118
5134,COIL_88560642,468,29,402,I17140
5135,COIL_95930170,314,47,274,T01378
5136,COIL_87850731,440,29,368,I45001
5137,COIL_97490190,356,40,275,TCA004
5138,COIL_94601181,484,29,422,I17016
5139,COIL_92490292,383,36,322,K01002
5140,COIL_93530341,549,26,480,A20001
5141,COIL_91560761,1097,8,787,T13178
5142,COIL_93660851,563,29,450,I17140
5143,COIL_90090251,433,31,371,T01563
5144,COIL_87591031,522,30,435,TCA003
5145,COIL_87990221,357,42,279,T01018
5146,COIL_94850221,314,45,254,T01087
5147,COIL_96330161,312,44,251,TCA001
5148,COIL_93890471,372,38,287,I11497
5149,COIL_88080591,478,28,380,I17007
5150,COIL_96000861,371,38,298,K01003
5151,COIL_94680251,315,44,255,TCA001
5152,COIL_97750281,473,28,340,I17023
5153,COIL_96610491,346,39,270,T01018
5154,COIL_93650320,309,45,247,T01378
5155,COIL_91030221,318,47,278,T01378
5156,COIL_95200041,337,41,246,I09499
5157,COIL_97160041,342,39,263,I09499
5158,COIL_92490741,527,28,476,I17007
5159,COIL_89920771,478,31,366,I17140
5160,COIL_94640711,352,40,293,I09499
5161,COIL_89510171,305,44,242,T01087
5162,COIL_88680681,383,41,313,I11498
5163,COIL_97650741,403,34,329,I09500
5164,COIL_88220311,312,46,246,TCA001
5165,COIL_97430011,389,38,316,I09499
5166,COIL_91470831,348,40,279,T01018
5167,COIL_97420561,450,28,378,I09502
5168,COIL_96830250,335,42,280,T01378
5169,COIL_88140071,306,45,242,T01087
5170,COIL_92970531,476,30,360,I17003
5171,COIL_95520100,358,41,282,S33001
5172,COIL_93050701,406,39,322,T01049
5173,COIL_91221191,467,29,400,I17016
5174,COIL_95900381,361,30,278,I09499
5175,COIL_88410571,342,42,268,J06005
5176,COIL_97650291,309,46,247,T01283
5177,COIL_93020801,451,27,387,I17140
5178,COIL_94010291,402,40,294,T01099
5179,COIL_90500522,354,44,282,J06005
5180,COIL_96760741,462,40,382,J10007
5181,COIL_90080831,428,35,363,T01099
5182,COIL_94680421,372,37,284,T01002
5183,COIL_87650702,1068,11,791,T13178
5184,COIL_97591240,568,26,505,E13001
5185,COIL_93120501,386,37,315,I11496
5186,COIL_88790731,413,36,334,T01564
5187,COIL_87790101,303,43,240,T01087
5188,COIL_93100881,433,42,365,J10002
5189,COIL_91660221,306,46,241,T01283
5190,COIL_92630101,308,46,242,T01118
5191,COIL_95070771,451,32,344,I17007
5192,COIL_93950681,477,30,416,E08000
5193,COIL_88770731,446,32,392,I17020
5194,COIL_93340921,462,34,392,T01557
5195,COIL_97341281,483,29,410,I17140
5196,COIL_91600251,387,35,294,T01065
5197,COIL_89850311,570,25,494,I17140
5198,COIL_92040772,478,31,432,D04016
5199,COIL_92470021,402,40,331,I11496
5200,COIL_97160951,477,29,416,I17007
5201,COIL_94480220,368,38,319,T01063
5202,COIL_95460311,315,44,255,TCA001
5203,COIL_93310141,371,41,296,I09499
5204,COIL_87920351,562,23,483,I17140
5205,COIL_87810681,462,28,417,I17007
5206,COIL_97030711,578,26,503,E13001
5207,COIL_89080681,544,25,442,I17007
5208,COIL_91250462,600,26,528,E13001
5209,COIL_91410651,477,31,415,I17140
5210,COIL_91360170,312,45,248,T01118
5211,COIL_94740671,345,38,287,I09499
5212,COIL_96550101,314,42,261,T01087
5213,COIL_93300141,371,42,289,I11497
5214,COIL_88710401,377,37,317,I09500
5215,COIL_94380131,398,36,333,T01007
5216,COIL_89750591,488,36,413,TCA003
5217,COIL_88900921,469,32,395,I17016
5218,COIL_92780501,446,32,380,I17007
5219,COIL_91390251,312,46,248,T01283
5220,COIL_96060701,350,36,272,THB001
5221,COIL_97760530,394,38,315,T01586
5222,COIL_95070191,306,44,220,T01381
5223,COIL_93020371,361,33,287,I09500
5224,COIL_92960011,354,43,286,I09499
5225,COIL_88901031,558,29,481,E13001
5226,COIL_96940560,474,30,353,I17007
5227,COIL_90510221,364,42,296,T01018
5228,COIL_92950401,386,39,291,I09499
5229,COIL_92150521,425,31,346,T01564
5230,COIL_97710761,540,29,465,I17140
5231,COIL_90030641,482,28,379,I17007
5232,COIL_97120681,350,42,285,T01571
5233,COIL_94350161,347,40,294,I09499
5234,COIL_90280221,359,42,272,T01244
5235,COIL_93900170,364,40,317,T01063
5236,COIL_92190191,334,43,248,T01313
5237,COIL_94560201,307,46,245,T01283
5238,COIL_88040641,507,30,444,E08000
5239,COIL_94970161,301,45,239,T01283
5240,COIL_94670471,458,25,343,I17472
5241,COIL_97610101,315,46,273,T01262
5242,COIL_97230680,463,40,379,J10007
5243,COIL_91170192,303,46,240,T01118
5244,COIL_94580401,574,27,507,I17140
5245,COIL_91500531,458,36,385,I17140
5246,COIL_93390981,346,40,284,I09499
5247,COIL_95290311,353,40,273,T01018
5248,COIL_92040171,367,39,321,T01063
5249,COIL_96690971,359,39,286,I09499
5250,COIL_96610411,302,46,251,T01560
5251,COIL_97750501,522,23,443,I36004
5252,COIL_90750251,352,40,282,I09499
5253,COIL_93680551,515,30,433,T01009
5254,COIL_97480351,345,38,260,T01018
5255,COIL_95940141,308,46,262,T01262
5256,COIL_92360041,358,43,300,T01018
5257,COIL_97051421,580,27,507,E13001
5258,COIL_94801010,988,9,633,T13178
5259,COIL_88690231,340,42,262,T01244
5260,COIL_91170221,316,44,263,T01118
5261,COIL_92860312,397,36,335,K01002
5262,COIL_91070411,378,28,306,T01002
5263,COIL_93390671,831,20,786,THA003
5264,COIL_90370202,339,40,247,T01202
5265,COIL_88870761,559,25,493,E13001
5266,COIL_90910982,1085,10,752,T13178
5267,COIL_91840111,320,45,280,T01378
5268,COIL_87720321,442,32,371,T01563
5269,COIL_93250401,371,41,285,I09499
5270,COIL_89500711,562,28,486,E13001
5271,COIL_95670291,344,39,245,I09499
5272,COIL_88660621,460,35,377,NHA002
5273,COIL_87880652,471,33,390,J10007
5274,COIL_91130131,312,46,251,TCA001
5275,COIL_94780741,360,38,290,T01051
5276,COIL_87820612,482,35,388,J10007
5277,COIL_96680921,350,39,288,I09499
5278,COIL_90050552,388,40,297,I11496
5279,COIL_87920621,500,34,438,T01049
5280,COIL_91140142,367,41,289,T01382
5281,COIL_96800171,314,45,253,T01118
5282,COIL_89430141,315,47,262,T01378
5283,COIL_97920371,477,29,345,I17140
5284,COIL_92990372,432,30,321,I17472
5285,COIL_88220531,370,41,296,I11498
5286,COIL_89610460,384,42,298,I11498
5287,COIL_96070591,381,38,309,I09499
5288,COIL_93250861,361,40,288,T01018
5289,COIL_90920531,392,41,314,I11496
5290,COIL_88550951,1089,10,813,T13178
5291,COIL_97320670,481,28,366,I17007
5292,COIL_96390201,338,40,253,T01313
5293,COIL_88300161,346,39,269,T01018
5294,COIL_91660171,308,47,244,TCA001
5295,COIL_95160492,536,29,452,D06010
5296,COIL_88270642,376,41,308,K01003
5297,COIL_97080160,306,46,244,TCA001
5298,COIL_89290160,342,41,260,T01313
5299,COIL_95450711,367,38,305,I09499
5300,COIL_96560681,359,39,280,T01002
5301,COIL_92090741,373,38,302,I11498
5302,COIL_97790670,471,27,408,E08000
5303,COIL_93540291,558,29,486,A20001
5304,COIL_87980821,480,29,379,I17007
5305,COIL_97330261,331,39,248,I09499
5306,COIL_88750381,458,30,351,I17472
5307,COIL_96640160,350,44,282,T01382
5308,COIL_95580260,366,40,304,T01063
5309,COIL_96970680,346,42,289,J06005
5310,COIL_97060821,350,42,291,J06005
5311,COIL_89580771,362,45,307,T01018
5312,COIL_96560350,309,45,246,T01087
5313,COIL_93760112,370,38,301,I11496
5314,COIL_97200792,461,37,379,J10007
5315,COIL_93180880,333,40,249,J06005
5316,COIL_94560561,365,37,296,I09499
5317,COIL_89060221,381,36,282,I09500
5318,COIL_93210201,365,40,297,I09499
5319,COIL_96180551,382,39,310,T01002
5320,COIL_87770131,308,46,244,T01118
5321,COIL_92110191,303,47,255,T01560
5322,COIL_89130972,1071,9,767,T13422
5323,COIL_96850370,589,29,518,E13001
5324,COIL_89680701,464,29,398,I17021
5325,COIL_91350352,360,45,292,T01244
5326,COIL_91300471,559,27,479,E13001
5327,COIL_97520221,395,32,320,T01002
5328,COIL_94240821,391,37,300,I11496
5329,COIL_89070531,390,35,278,S02525
5330,COIL_90490131,309,45,242,T01087
5331,COIL_94940181,360,39,273,T01018
5332,COIL_96210350,486,34,443,T01308
5333,COIL_96700711,451,30,360,I09502
5334,COIL_92880611,343,40,253,T01018
5335,COIL_96520471,346,40,281,T01018
5336,COIL_88740351,544,26,480,A20001
5337,COIL_96940911,484,37,425,T01049
5338,COIL_91110101,309,46,246,T01087
5339,COIL_88570521,495,29,387,I17007
5340,COIL_90230771,360,39,291,THB001
5341,COIL_97180231,309,45,245,TCA001
5342,COIL_97160561,364,40,290,T01018
5343,COIL_89920231,599,28,530,A20001
5344,COIL_94600850,466,36,407,T01049
5345,COIL_88430741,471,27,384,I17140
5346,COIL_97060311,301,45,240,T01283
5347,COIL_88750562,356,40,292,T01018
5348,COIL_95110770,333,40,286,I09499
5349,COIL_92200281,344,42,280,T01244
5350,COIL_94690221,306,44,244,T01087
5351,COIL_91460761,482,37,394,J10004
5352,COIL_88340581,424,37,348,T01099
5353,COIL_92460351,375,40,281,T01002
5354,COIL_97240590,410,37,328,T01099
5355,COIL_93720711,456,32,338,I17140
5356,COIL_96580320,301,47,245,T01560
5357,COIL_92780971,540,25,458,T01158
5358,COIL_89900521,492,30,361,I17140
5359,COIL_96140200,302,47,246,T01560
5360,COIL_94190100,359,38,289,I09499
5361,COIL_91410351,478,28,413,E08000
5362,COIL_96760261,451,30,389,I17016
5363,COIL_92690021,355,42,277,T01018
